city,lat_long,lat,lon,weather_json,temp,humidity,cloudiness,wind speed
nemuro,"(38.076304617576994, 149.7280777195753)",38.076304617576994,149.7280777195753,"{'coord': {'lon': 149.73, 'lat': 38.08}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 66.84, 'pressure': 1009.8, 'humidity': 89, 'temp_min': 66.84, 'temp_max': 66.84, 'sea_level': 1009.93, 'grnd_level': 1009.8}, 'wind': {'speed': 20.27, 'deg': 120.504}, 'rain': {'3h': 6.2525}, 'clouds': {'all': 92}, 'dt': 1529434582, 'sys': {'message': 0.0042, 'sunrise': 1529347089, 'sunset': 1529400414}, 'id': 0, 'name': '', 'cod': 200}",66.84,89,92,20.27
san pedro,"(-25.51936137576996, -63.101842894245635)",-25.51936137576996,-63.101842894245635,"{'coord': {'lon': -63.1, 'lat': -25.52}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 79.62, 'pressure': 1002.1, 'humidity': 41, 'temp_min': 79.62, 'temp_max': 79.62, 'sea_level': 1027.03, 'grnd_level': 1002.1}, 'wind': {'speed': 23.51, 'deg': 11.5035}, 'clouds': {'all': 0}, 'dt': 1529434583, 'sys': {'message': 0.0035, 'country': 'AR', 'sunrise': 1529405854, 'sunset': 1529443821}, 'id': 3834843, 'name': 'Taco Pozo', 'cod': 200}",79.62,41,0,23.51
vaini,"(-20.445769720589, -175.06690591300958)",-20.445769720589,-175.06690591300958,"{'coord': {'lon': -175.07, 'lat': -20.45}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 77.46, 'pressure': 1030.31, 'humidity': 100, 'temp_min': 77.46, 'temp_max': 77.46, 'sea_level': 1030.43, 'grnd_level': 1030.31}, 'wind': {'speed': 10.87, 'deg': 64.0035}, 'clouds': {'all': 80}, 'dt': 1529434584, 'sys': {'message': 0.0036, 'country': 'TO', 'sunrise': 1529432108, 'sunset': 1529471320}, 'id': 4032283, 'name': 'Kingdom of Tonga', 'cod': 200}",77.46,100,80,10.87
srandakan,"(-15.11042652465143, 107.2638761501617)",-15.11042652465143,107.2638761501617,"{'coord': {'lon': 107.26, 'lat': -15.11}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 75.3, 'pressure': 1029.83, 'humidity': 100, 'temp_min': 75.3, 'temp_max': 75.3, 'sea_level': 1029.75, 'grnd_level': 1029.83}, 'wind': {'speed': 14.56, 'deg': 109.504}, 'rain': {'3h': 3.2025}, 'clouds': {'all': 92}, 'dt': 1529434585, 'sys': {'message': 0.0029, 'sunrise': 1529363727, 'sunset': 1529404162}, 'id': 0, 'name': '', 'cod': 200}",75.3,100,92,14.56
hobart,"(-80.27987555896182, 148.7216235695468)",-80.27987555896182,148.7216235695468,"{'coord': {'lon': 148.72, 'lat': -80.28}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': -27.84, 'pressure': 781.29, 'humidity': 34, 'temp_min': -27.84, 'temp_max': -27.84, 'sea_level': 1025.94, 'grnd_level': 781.29}, 'wind': {'speed': 23.85, 'deg': 220.004}, 'clouds': {'all': 32}, 'dt': 1529434585, 'sys': {'message': 0.0217, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",-27.84,34,32,23.85
hithadhoo,"(-9.863612620867556, 79.9099967266651)",-9.863612620867556,79.9099967266651,"{'coord': {'lon': 79.91, 'lat': -9.86}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 78.09, 'pressure': 1026.67, 'humidity': 100, 'temp_min': 78.09, 'temp_max': 78.09, 'sea_level': 1026.71, 'grnd_level': 1026.67}, 'wind': {'speed': 24.96, 'deg': 113.504}, 'rain': {'3h': 0.1075}, 'clouds': {'all': 80}, 'dt': 1529434586, 'sys': {'message': 0.0029, 'sunrise': 1529369722, 'sunset': 1529411298}, 'id': 0, 'name': '', 'cod': 200}",78.09,100,80,24.96
gilgit,"(36.18875930786079, 73.37485226668915)",36.18875930786079,73.37485226668915,"{'coord': {'lon': 73.37, 'lat': 36.19}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 31.92, 'pressure': 630.76, 'humidity': 91, 'temp_min': 31.92, 'temp_max': 31.92, 'sea_level': 1019.9, 'grnd_level': 630.76}, 'wind': {'speed': 1.14, 'deg': 319.504}, 'clouds': {'all': 48}, 'dt': 1529434587, 'sys': {'message': 0.0039, 'country': 'PK', 'sunrise': 1529365755, 'sunset': 1529418406}, 'id': 1179082, 'name': 'Gakuch', 'cod': 200}",31.92,91,48,1.14
labutta,"(16.04295540883291, 89.78828203503758)",16.04295540883291,89.78828203503758,"{'coord': {'lon': 89.79, 'lat': 16.04}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 79.89, 'pressure': 1018.32, 'humidity': 100, 'temp_min': 79.89, 'temp_max': 79.89, 'sea_level': 1018.28, 'grnd_level': 1018.32}, 'wind': {'speed': 14.79, 'deg': 200.004}, 'rain': {'3h': 0.1725}, 'clouds': {'all': 92}, 'dt': 1529434588, 'sys': {'message': 0.003, 'sunrise': 1529364589, 'sunset': 1529411688}, 'id': 0, 'name': '', 'cod': 200}",79.89,100,92,14.79
banjar,"(-15.431621084172207, 105.82517585439297)",-15.431621084172207,105.82517585439297,"{'coord': {'lon': 105.83, 'lat': -15.43}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 78.36, 'pressure': 1030.23, 'humidity': 100, 'temp_min': 78.36, 'temp_max': 78.36, 'sea_level': 1030.19, 'grnd_level': 1030.23}, 'wind': {'speed': 23.4, 'deg': 124.004}, 'clouds': {'all': 76}, 'dt': 1529434589, 'sys': {'message': 0.0037, 'sunrise': 1529364106, 'sunset': 1529404470}, 'id': 0, 'name': '', 'cod': 200}",78.36,100,76,23.4
nanortalik,"(51.023074978620855, -35.19846876671437)",51.023074978620855,-35.19846876671437,"{'coord': {'lon': -35.2, 'lat': 51.02}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 49.83, 'pressure': 1036.31, 'humidity': 100, 'temp_min': 49.83, 'temp_max': 49.83, 'sea_level': 1036.31, 'grnd_level': 1036.31}, 'wind': {'speed': 17.25, 'deg': 202.504}, 'clouds': {'all': 80}, 'dt': 1529434590, 'sys': {'message': 0.0123, 'sunrise': 1529388351, 'sunset': 1529447932}, 'id': 0, 'name': '', 'cod': 200}",49.83,100,80,17.25
bethanien,"(-27.37555251453245, 16.47182922725665)",-27.37555251453245,16.47182922725665,"{'coord': {'lon': 16.47, 'lat': -27.38}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 52.26, 'pressure': 962.3, 'humidity': 78, 'temp_min': 52.26, 'temp_max': 52.26, 'sea_level': 1034.45, 'grnd_level': 962.3}, 'wind': {'speed': 9.31, 'deg': 174.504}, 'clouds': {'all': 0}, 'dt': 1529434591, 'sys': {'message': 0.0039, 'country': 'NA', 'sunrise': 1529386996, 'sunset': 1529424479}, 'id': 3371201, 'name': 'Karas', 'cod': 200}",52.26,78,0,9.31
zarubino,"(42.09471417616106, 131.5081956788227)",42.09471417616106,131.5081956788227,"{'coord': {'lon': 131.51, 'lat': 42.09}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 58.47, 'pressure': 1015.15, 'humidity': 99, 'temp_min': 58.47, 'temp_max': 58.47, 'sea_level': 1015.28, 'grnd_level': 1015.15}, 'wind': {'speed': 4.61, 'deg': 308.504}, 'rain': {'3h': 0.8925}, 'clouds': {'all': 92}, 'dt': 1529434591, 'sys': {'message': 0.0034, 'country': 'RU', 'sunrise': 1529350670, 'sunset': 1529405580}, 'id': 2013370, 'name': 'Vityaz’', 'cod': 200}",58.47,99,92,4.61
lagoa,"(43.718990080201706, -28.016240540832968)",43.718990080201706,-28.016240540832968,"{'coord': {'lon': -28.02, 'lat': 43.72}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 62.52, 'pressure': 1034.04, 'humidity': 100, 'temp_min': 62.52, 'temp_max': 62.52, 'sea_level': 1034.08, 'grnd_level': 1034.04}, 'wind': {'speed': 19.15, 'deg': 9.00354}, 'clouds': {'all': 48}, 'dt': 1529434592, 'sys': {'message': 0.0076, 'sunrise': 1529388604, 'sunset': 1529444231}, 'id': 0, 'name': '', 'cod': 200}",62.52,100,48,19.15
cockburn town,"(23.749587896179747, -69.05179613235245)",23.749587896179747,-69.05179613235245,"{'coord': {'lon': -69.05, 'lat': 23.75}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 80.97, 'pressure': 1030.31, 'humidity': 100, 'temp_min': 80.97, 'temp_max': 80.97, 'sea_level': 1030.43, 'grnd_level': 1030.31}, 'wind': {'speed': 5.95, 'deg': 194.504}, 'clouds': {'all': 0}, 'dt': 1529434593, 'sys': {'message': 0.0028, 'sunrise': 1529401781, 'sunset': 1529450751}, 'id': 0, 'name': '', 'cod': 200}",80.97,100,0,5.95
barentsburg,"(83.74236714535724, 4.80144957962861)",83.74236714535724,4.80144957962861,"{'coord': {'lon': 4.8, 'lat': 83.74}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 33, 'pressure': 1017.67, 'humidity': 97, 'temp_min': 33, 'temp_max': 33, 'sea_level': 1017.75, 'grnd_level': 1017.67}, 'wind': {'speed': 12.88, 'deg': 157.504}, 'clouds': {'all': 92}, 'dt': 1529434594, 'sys': {'message': 0.005, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",33.0,97,92,12.88
bandarbeyla,"(9.008638268621596, 52.11567099701432)",9.008638268621596,52.11567099701432,"{'coord': {'lon': 52.12, 'lat': 9.01}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 80.88, 'pressure': 1022.37, 'humidity': 92, 'temp_min': 80.88, 'temp_max': 80.88, 'sea_level': 1022.41, 'grnd_level': 1022.37}, 'wind': {'speed': 31.79, 'deg': 202.504}, 'clouds': {'all': 8}, 'dt': 1529434594, 'sys': {'message': 0.0037, 'sunrise': 1529374410, 'sunset': 1529419951}, 'id': 0, 'name': '', 'cod': 200}",80.88,92,8,31.79
roma,"(-28.451120053472422, 147.76293591775487)",-28.451120053472422,147.76293591775487,"{'coord': {'lon': 147.76, 'lat': -28.45}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 37.86, 'pressure': 1014.75, 'humidity': 84, 'temp_min': 37.86, 'temp_max': 37.86, 'sea_level': 1038.99, 'grnd_level': 1014.75}, 'wind': {'speed': 6.73, 'deg': 173.004}, 'clouds': {'all': 48}, 'dt': 1529434595, 'sys': {'message': 0.0031, 'country': 'AU', 'sunrise': 1529355625, 'sunset': 1529392822}, 'id': 2177036, 'name': 'Balonne Shire', 'cod': 200}",37.86,84,48,6.73
yeppoon,"(-20.075769625746275, 155.3526082980988)",-20.075769625746275,155.3526082980988,"{'coord': {'lon': 155.35, 'lat': -20.08}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 70.17, 'pressure': 1031.12, 'humidity': 100, 'temp_min': 70.17, 'temp_max': 70.17, 'sea_level': 1031.12, 'grnd_level': 1031.12}, 'wind': {'speed': 15.01, 'deg': 201.004}, 'clouds': {'all': 0}, 'dt': 1529434596, 'sys': {'message': 0.0034, 'sunrise': 1529352751, 'sunset': 1529392052}, 'id': 0, 'name': '', 'cod': 200}",70.17,100,0,15.01
hoquiam,"(47.35101480141506, -124.87042048280503)",47.35101480141506,-124.87042048280503,"{'coord': {'lon': -124.87, 'lat': 47.35}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 60.8, 'pressure': 1019, 'humidity': 82, 'temp_min': 60.8, 'temp_max': 60.8}, 'visibility': 16093, 'wind': {'speed': 9.17, 'deg': 240}, 'clouds': {'all': 90}, 'dt': 1529434380, 'sys': {'type': 1, 'id': 2947, 'message': 0.0031, 'country': 'US', 'sunrise': 1529410958, 'sunset': 1529468373}, 'id': 5805505, 'name': 'Ocean Shores', 'cod': 200}",60.8,82,90,9.17
narsaq,"(88.0150655951472, -62.143808507363175)",88.0150655951472,-62.143808507363175,"{'coord': {'lon': -62.14, 'lat': 88.02}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 32.1, 'pressure': 1011.99, 'humidity': 100, 'temp_min': 32.1, 'temp_max': 32.1, 'sea_level': 1012.07, 'grnd_level': 1011.99}, 'wind': {'speed': 7.96, 'deg': 61.0035}, 'clouds': {'all': 88}, 'dt': 1529434598, 'sys': {'message': 0.0059, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",32.1,100,88,7.96
santa fe,"(20.97920465879139, -83.66861593209106)",20.97920465879139,-83.66861593209106,"{'coord': {'lon': -83.67, 'lat': 20.98}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 82.5, 'pressure': 1028.85, 'humidity': 100, 'temp_min': 82.5, 'temp_max': 82.5, 'sea_level': 1028.77, 'grnd_level': 1028.85}, 'wind': {'speed': 6.29, 'deg': 115.004}, 'rain': {'3h': 0.1025}, 'clouds': {'all': 0}, 'dt': 1529434598, 'sys': {'message': 0.004, 'country': 'CU', 'sunrise': 1529405639, 'sunset': 1529453912}, 'id': 3536192, 'name': 'Siguanea', 'cod': 200}",82.5,100,0,6.29
port hedland,"(-16.961576137604595, 117.27690098777896)",-16.961576137604595,117.27690098777896,"{'coord': {'lon': 117.28, 'lat': -16.96}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 79.17, 'pressure': 1030.56, 'humidity': 100, 'temp_min': 79.17, 'temp_max': 79.17, 'sea_level': 1030.68, 'grnd_level': 1030.56}, 'wind': {'speed': 14.23, 'deg': 105.504}, 'clouds': {'all': 8}, 'dt': 1529434599, 'sys': {'message': 0.0034, 'sunrise': 1529361529, 'sunset': 1529401550}, 'id': 0, 'name': '', 'cod': 200}",79.17,100,8,14.23
obo,"(6.05317023016255, 26.84141489886781)",6.05317023016255,26.84141489886781,"{'coord': {'lon': 26.84, 'lat': 6.05}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 74.22, 'pressure': 955.33, 'humidity': 84, 'temp_min': 74.22, 'temp_max': 74.22, 'sea_level': 1024.56, 'grnd_level': 955.33}, 'wind': {'speed': 4.61, 'deg': 204.004}, 'clouds': {'all': 88}, 'dt': 1529434600, 'sys': {'message': 0.0044, 'country': 'CF', 'sunrise': 1529380794, 'sunset': 1529425703}, 'id': 236950, 'name': 'Obo', 'cod': 200}",74.22,84,88,4.61
margherita,"(27.17398805247062, 96.15353787592801)",27.17398805247062,96.15353787592801,"{'coord': {'lon': 96.15, 'lat': 27.17}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 71.16, 'pressure': 910.5, 'humidity': 99, 'temp_min': 71.16, 'temp_max': 71.16, 'sea_level': 1015.56, 'grnd_level': 910.5}, 'wind': {'speed': 0.58, 'deg': 338.004}, 'clouds': {'all': 76}, 'dt': 1529434601, 'sys': {'message': 0.0069, 'country': 'IN', 'sunrise': 1529361672, 'sunset': 1529411552}, 'id': 1263532, 'name': 'Margherita', 'cod': 200}",71.16,99,76,0.58
namtsy,"(62.74928987327968, 129.45452059604656)",62.74928987327968,129.45452059604656,"{'coord': {'lon': 129.45, 'lat': 62.75}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 52.35, 'pressure': 1003.24, 'humidity': 88, 'temp_min': 52.35, 'temp_max': 52.35, 'sea_level': 1018.52, 'grnd_level': 1003.24}, 'wind': {'speed': 1.03, 'deg': 328.504}, 'clouds': {'all': 68}, 'dt': 1529434601, 'sys': {'message': 0.0048, 'country': 'RU', 'sunrise': 1529342341, 'sunset': 1529414906}, 'id': 2019488, 'name': 'Namtsy', 'cod': 200}",52.35,88,68,1.03
kjopsvik,"(67.32943885573147, 16.577286666630556)",67.32943885573147,16.577286666630556,"{'coord': {'lon': 16.58, 'lat': 67.33}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 33.54, 'pressure': 898.02, 'humidity': 99, 'temp_min': 33.54, 'temp_max': 33.54, 'sea_level': 1006.97, 'grnd_level': 898.02}, 'wind': {'speed': 3.15, 'deg': 294.004}, 'rain': {'3h': 0.855}, 'clouds': {'all': 92}, 'dt': 1529434602, 'sys': {'message': 0.0047, 'country': 'NO', 'sunrise': 0, 'sunset': 0}, 'id': 3135726, 'name': 'Straumen', 'cod': 200}",33.54,99,92,3.15
port alfred,"(-77.34013858412094, 46.43411153529459)",-77.34013858412094,46.43411153529459,"{'coord': {'lon': 46.43, 'lat': -77.34}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': -72.66, 'pressure': 635.14, 'humidity': 0, 'temp_min': -72.66, 'temp_max': -72.66, 'sea_level': 1070.92, 'grnd_level': 635.14}, 'wind': {'speed': 15.68, 'deg': 167.504}, 'clouds': {'all': 0}, 'dt': 1529434603, 'sys': {'message': 0.0031, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",-72.66,0,0,15.68
karratha,"(-14.899276579941727, 114.78898290543594)",-14.899276579941727,114.78898290543594,"{'coord': {'lon': 114.79, 'lat': -14.9}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 79.44, 'pressure': 1029.83, 'humidity': 100, 'temp_min': 79.44, 'temp_max': 79.44, 'sea_level': 1029.87, 'grnd_level': 1029.83}, 'wind': {'speed': 14.34, 'deg': 115.004}, 'clouds': {'all': 88}, 'dt': 1529434604, 'sys': {'message': 0.0028, 'sunrise': 1529361896, 'sunset': 1529402378}, 'id': 0, 'name': '', 'cod': 200}",79.44,100,88,14.34
santa cruz,"(13.174009946220764, 120.88119585753878)",13.174009946220764,120.88119585753878,"{'coord': {'lon': 120.88, 'lat': 13.17}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 78.09, 'pressure': 1004.21, 'humidity': 100, 'temp_min': 78.09, 'temp_max': 78.09, 'sea_level': 1023.63, 'grnd_level': 1004.21}, 'wind': {'speed': 2.59, 'deg': 131.004}, 'clouds': {'all': 0}, 'dt': 1529434605, 'sys': {'message': 0.0042, 'country': 'PH', 'sunrise': 1529357451, 'sunset': 1529403901}, 'id': 1699586, 'name': 'Province of Mindoro Occidental', 'cod': 200}",78.09,100,0,2.59
mantua,"(21.766008702517937, -84.43271253794853)",21.766008702517937,-84.43271253794853,"{'coord': {'lon': -84.43, 'lat': 21.77}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 82.32, 'pressure': 1028.85, 'humidity': 100, 'temp_min': 82.32, 'temp_max': 82.32, 'sea_level': 1028.81, 'grnd_level': 1028.85}, 'wind': {'speed': 7.29, 'deg': 126.504}, 'clouds': {'all': 8}, 'dt': 1529434605, 'sys': {'message': 0.0038, 'country': 'CU', 'sunrise': 1529405723, 'sunset': 1529454192}, 'id': 3539232, 'name': 'San Julián', 'cod': 200}",82.32,100,8,7.29
